RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
REQUEST	126		CreateNewComputer Redirect 1	1678089164073	1678089164181	OK	 
REQUEST	342		LoadHomePage	1678089163765	1678089164197	OK	 
USER	MyComputerJourney	351	START	1678089164212	1678089164212
REQUEST	240		LoadNewComputerPage	1678089164112	1678089164221	OK	 
REQUEST	343		LoadHomePage	1678089163814	1678089164242	OK	 
USER	MyComputerJourney	352	START	1678089164262	1678089164262
REQUEST	241		LoadNewComputerPage	1678089164173	1678089164283	OK	 
USER	MyComputerJourney	353	START	1678089164312	1678089164312
REQUEST	242		LoadNewComputerPage	1678089164212	1678089164322	OK	 
REQUEST	32		FilterComputer	1678089164233	1678089164337	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164338
REQUEST	345		LoadHomePage	1678089163912	1678089164338	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164341
USER	MyComputerJourney	32	END	1678089148263	1678089164348
REQUEST	344		LoadHomePage	1678089163863	1678089164351	OK	 
REQUEST	33		FilterComputer	1678089164243	1678089164352	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164353
REQUEST	31		FilterComputer	1678089164243	1678089164357	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	34		FilterComputer	1678089164243	1678089164357	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164358
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164358
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164359
REQUEST	35		FilterComputer	1678089164252	1678089164360	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
USER	MyComputerJourney	33	END	1678089148314	1678089164361
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164361
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164361
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164362
USER	MyComputerJourney	34	END	1678089148362	1678089164363
USER	MyComputerJourney	354	START	1678089164364	1678089164364
USER	MyComputerJourney	35	END	1678089148412	1678089164365
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164366
USER	MyComputerJourney	31	END	1678089148212	1678089164368
REQUEST	243		LoadNewComputerPage	1678089164263	1678089164370	OK	 
REQUEST	346		LoadHomePage	1678089163963	1678089164394	OK	 
USER	MyComputerJourney	355	START	1678089164413	1678089164413
REQUEST	244		LoadNewComputerPage	1678089164323	1678089164435	OK	 
REQUEST	129		CreateNewComputer	1678089164343	1678089164450	OK	 
REQUEST	347		LoadHomePage	1678089164013	1678089164457	OK	 
REQUEST	245		LoadNewComputerPage	1678089164354	1678089164460	OK	 
REQUEST	134		CreateNewComputer	1678089164354	1678089164460	OK	 
REQUEST	136		CreateNewComputer	1678089164354	1678089164461	OK	 
USER	MyComputerJourney	356	START	1678089164462	1678089164462
REQUEST	130		CreateNewComputer	1678089164354	1678089164471	OK	 
REQUEST	135		CreateNewComputer	1678089164363	1678089164474	OK	 
REQUEST	133		CreateNewComputer	1678089164364	1678089164480	OK	 
REQUEST	348		LoadHomePage	1678089164073	1678089164503	OK	 
USER	MyComputerJourney	357	START	1678089164512	1678089164512
REQUEST	246		LoadNewComputerPage	1678089164413	1678089164521	OK	 
REQUEST	36		FilterComputer	1678089164432	1678089164535	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164536
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164536
USER	MyComputerJourney	36	END	1678089148462	1678089164537
REQUEST	37		FilterComputer	1678089164432	1678089164538	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164538
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164538
USER	MyComputerJourney	37	END	1678089148512	1678089164539
REQUEST	349		LoadHomePage	1678089164112	1678089164541	OK	 
REQUEST	129		CreateNewComputer Redirect 1	1678089164450	1678089164557	OK	 
REQUEST	38		FilterComputer	1678089164452	1678089164559	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164560
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164560
USER	MyComputerJourney	38	END	1678089148562	1678089164562
USER	MyComputerJourney	358	START	1678089164563	1678089164563
REQUEST	134		CreateNewComputer Redirect 1	1678089164461	1678089164567	OK	 
REQUEST	136		CreateNewComputer Redirect 1	1678089164462	1678089164568	OK	 
REQUEST	39		FilterComputer	1678089164462	1678089164570	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164570
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164571
USER	MyComputerJourney	39	END	1678089148612	1678089164572
REQUEST	130		CreateNewComputer Redirect 1	1678089164471	1678089164580	OK	 
REQUEST	135		CreateNewComputer Redirect 1	1678089164475	1678089164582	OK	 
REQUEST	247		LoadNewComputerPage	1678089164472	1678089164584	OK	 
REQUEST	350		LoadHomePage	1678089164163	1678089164588	OK	 
REQUEST	133		CreateNewComputer Redirect 1	1678089164480	1678089164595	OK	 
USER	MyComputerJourney	359	START	1678089164612	1678089164612
REQUEST	139		CreateNewComputer	1678089164542	1678089164646	OK	 
REQUEST	248		LoadNewComputerPage	1678089164542	1678089164656	OK	 
USER	MyComputerJourney	360	START	1678089164662	1678089164662
REQUEST	351		LoadHomePage	1678089164213	1678089164666	OK	 
REQUEST	249		LoadNewComputerPage	1678089164563	1678089164672	OK	 
REQUEST	137		CreateNewComputer	1678089164573	1678089164679	OK	 
REQUEST	140		CreateNewComputer	1678089164573	1678089164687	OK	 
REQUEST	138		CreateNewComputer	1678089164582	1678089164693	OK	 
REQUEST	250		LoadNewComputerPage	1678089164602	1678089164708	OK	 
REQUEST	352		LoadHomePage	1678089164265	1678089164708	OK	 
USER	MyComputerJourney	361	START	1678089164712	1678089164712
REQUEST	353		LoadHomePage	1678089164314	1678089164748	OK	 
REQUEST	139		CreateNewComputer Redirect 1	1678089164647	1678089164750	OK	 
REQUEST	41		FilterComputer	1678089164652	1678089164758	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164759
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164759
USER	MyComputerJourney	41	END	1678089148712	1678089164760
USER	MyComputerJourney	362	START	1678089164763	1678089164763
REQUEST	251		LoadNewComputerPage	1678089164662	1678089164772	OK	 
REQUEST	40		FilterComputer	1678089164662	1678089164774	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164775
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164777
USER	MyComputerJourney	40	END	1678089148662	1678089164781
REQUEST	42		FilterComputer	1678089164672	1678089164783	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164785
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164786
REQUEST	43		FilterComputer	1678089164672	1678089164785	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164787
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164788
REQUEST	137		CreateNewComputer Redirect 1	1678089164679	1678089164790	OK	 
USER	MyComputerJourney	43	END	1678089148812	1678089164791
USER	MyComputerJourney	42	END	1678089148762	1678089164793
REQUEST	354		LoadHomePage	1678089164366	1678089164801	OK	 
REQUEST	140		CreateNewComputer Redirect 1	1678089164687	1678089164803	OK	 
REQUEST	138		CreateNewComputer Redirect 1	1678089164694	1678089164807	OK	 
USER	MyComputerJourney	363	START	1678089164813	1678089164813
REQUEST	252		LoadNewComputerPage	1678089164723	1678089164835	OK	 
REQUEST	355		LoadHomePage	1678089164413	1678089164841	OK	 
USER	MyComputerJourney	364	START	1678089164862	1678089164862
REQUEST	253		LoadNewComputerPage	1678089164762	1678089164872	OK	 
REQUEST	143		CreateNewComputer	1678089164763	1678089164874	OK	 
REQUEST	144		CreateNewComputer	1678089164763	1678089164876	OK	 
REQUEST	141		CreateNewComputer	1678089164774	1678089164886	OK	 
REQUEST	356		LoadHomePage	1678089164463	1678089164887	OK	 
REQUEST	142		CreateNewComputer	1678089164783	1678089164892	OK	 
USER	MyComputerJourney	365	START	1678089164912	1678089164912
REQUEST	254		LoadNewComputerPage	1678089164815	1678089164924	OK	 
REQUEST	357		LoadHomePage	1678089164512	1678089164943	OK	 
REQUEST	46		FilterComputer	1678089164853	1678089164962	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
USER	MyComputerJourney	366	START	1678089164963	1678089164963
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164965
REQUEST	44		FilterComputer	1678089164853	1678089164963	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164966
REQUEST	45		FilterComputer	1678089164853	1678089164966	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164967
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164968
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164969
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089164970
USER	MyComputerJourney	46	END	1678089148962	1678089164971
USER	MyComputerJourney	44	END	1678089148862	1678089164972
USER	MyComputerJourney	45	END	1678089148912	1678089164974
REQUEST	143		CreateNewComputer Redirect 1	1678089164875	1678089164983	OK	 
REQUEST	144		CreateNewComputer Redirect 1	1678089164877	1678089164985	OK	 
REQUEST	141		CreateNewComputer Redirect 1	1678089164887	1678089165000	OK	 
REQUEST	142		CreateNewComputer Redirect 1	1678089164892	1678089165003	OK	 
REQUEST	255		LoadNewComputerPage	1678089164892	1678089165009	OK	 
USER	MyComputerJourney	367	START	1678089165012	1678089165012
REQUEST	256		LoadNewComputerPage	1678089164912	1678089165020	OK	 
REQUEST	358		LoadHomePage	1678089164564	1678089165029	OK	 
REQUEST	359		LoadHomePage	1678089164613	1678089165033	OK	 
USER	MyComputerJourney	368	START	1678089165062	1678089165062
REQUEST	147		CreateNewComputer	1678089164964	1678089165070	OK	 
REQUEST	146		CreateNewComputer	1678089164964	1678089165070	OK	 
REQUEST	257		LoadNewComputerPage	1678089164964	1678089165073	OK	 
REQUEST	360		LoadHomePage	1678089164662	1678089165095	OK	 
REQUEST	148		CreateNewComputer	1678089164983	1678089165095	OK	 
USER	MyComputerJourney	369	START	1678089165112	1678089165112
REQUEST	258		LoadNewComputerPage	1678089165023	1678089165132	OK	 
REQUEST	48		FilterComputer	1678089165042	1678089165148	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165148
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165148
USER	MyComputerJourney	48	END	1678089149062	1678089165149
REQUEST	50		FilterComputer	1678089165052	1678089165159	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165159
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165159
USER	MyComputerJourney	50	END	1678089149162	1678089165160
USER	MyComputerJourney	370	START	1678089165163	1678089165163
REQUEST	361		LoadHomePage	1678089164713	1678089165164	OK	 
REQUEST	51		FilterComputer	1678089165062	1678089165171	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165171
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165172
USER	MyComputerJourney	51	END	1678089149212	1678089165173
REQUEST	49		FilterComputer	1678089165062	1678089165176	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165177
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165178
REQUEST	146		CreateNewComputer Redirect 1	1678089165071	1678089165177	OK	 
REQUEST	147		CreateNewComputer Redirect 1	1678089165071	1678089165179	OK	 
USER	MyComputerJourney	49	END	1678089149112	1678089165180
REQUEST	259		LoadNewComputerPage	1678089165072	1678089165184	OK	 
REQUEST	148		CreateNewComputer Redirect 1	1678089165095	1678089165207	OK	 
REQUEST	362		LoadHomePage	1678089164764	1678089165208	OK	 
REQUEST	260		LoadNewComputerPage	1678089165103	1678089165209	OK	 
USER	MyComputerJourney	371	START	1678089165212	1678089165212
REQUEST	363		LoadHomePage	1678089164814	1678089165248	OK	 
USER	MyComputerJourney	372	START	1678089165263	1678089165263
REQUEST	261		LoadNewComputerPage	1678089165163	1678089165272	OK	 
REQUEST	132		CreateNewComputer	1678089165172	1678089165276	OK	 
REQUEST	152		CreateNewComputer	1678089165172	1678089165282	OK	 
REQUEST	131		CreateNewComputer	1678089165172	1678089165284	OK	 
REQUEST	151		CreateNewComputer	1678089165182	1678089165291	OK	 
REQUEST	149		CreateNewComputer	1678089165182	1678089165294	OK	 
REQUEST	150		CreateNewComputer	1678089165182	1678089165298	OK	 
REQUEST	364		LoadHomePage	1678089164864	1678089165301	OK	 
USER	MyComputerJourney	373	START	1678089165313	1678089165313
REQUEST	262		LoadNewComputerPage	1678089165213	1678089165323	OK	 
REQUEST	365		LoadHomePage	1678089164913	1678089165342	OK	 
USER	MyComputerJourney	374	START	1678089165363	1678089165363
REQUEST	263		LoadNewComputerPage	1678089165263	1678089165373	OK	 
REQUEST	53		FilterComputer	1678089165263	1678089165374	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165378
REQUEST	47		FilterComputer	1678089165263	1678089165378	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165380
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165382
REQUEST	52		FilterComputer	1678089165273	1678089165382	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165384
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165385
USER	MyComputerJourney	53	END	1678089149312	1678089165388
USER	MyComputerJourney	52	END	1678089149262	1678089165391
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165394
REQUEST	152		CreateNewComputer Redirect 1	1678089165283	1678089165394	OK	 
USER	MyComputerJourney	47	END	1678089149012	1678089165397
REQUEST	54		FilterComputer	1678089165273	1678089165393	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165397
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089165398
REQUEST	131		CreateNewComputer Redirect 1	1678089165285	1678089165400	OK	 
